Company_Name,Founded,Location,Sector,What_it_does,Founders,Investor,Amount,Stage,Funding_Year,Main_Sector,Stages,Years of Existence
Kazam,2020,Bangalore,EV startup,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops","Akshay Shekhar, Vaibhav Tyagi",Inflection Point Ventures,900000.0,Seed,2021,,Validation,1.0
MYRE Capital,2020,Mumbai,Commercial Real Estate,Democratising Real Estate Ownership Own rent yielding commercial properties,Aryaman Vir,Unknown,6000000.0,,2021,Commerce & Retail,Unknown,1.0
BimaPe,2020,Mumbai,FinTech,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',Rahul Mathur, Titan Capital,500000.0,Pre-seed,2021,,Ideation,1.0
MicroDegree,2019,Mangalore,EdTech,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.,"Gaurav Kamath, Rakesh Kothari, Manikanta Nair",Research Innovation Incubation Design Labs,3000000.0,,2021,,Unknown,2.0
Synapsica,2017,New Delhi,HealthCare,Artificial Intelligence tools to make quality diagnostic assessment available for all.,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan", Endiya Partners,4000000.0,Series A,2021,Health & Life Sciences,Early Traction,4.0
Kwik Foods,2020,Gurugram,Food & Beverages,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,"Prabhleen Kaur, Harshal Patel",9Unicorns,3000000.0,Seed,2021,Food & Beverage,Validation,1.0
Plutomen,2016,Ahmedabad,AR startup,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,Keyur Bhalavat, DeVX Venture Fund,300000.0,,2021,,Unknown,5.0
GoMechanic,2016,Gurugram,Automotive,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",Kushal Karwa, Sequoia,42000000.0,Series C,2021,Transport,Scaling,5.0
Classplus,2017,Noida,EdTech,Classplus was born out of an urge to redefine classroom engagement in this country.,"Mukul Rustagi, Bhaswat Agarwal",Tiger Global,65000000.0,Series C,2021,,Scaling,4.0
WINDO,2020,Hyderabad,E-commerce,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,500000.0,Seed,2021,Commerce & Retail,Validation,1.0
ApnaKlub,2020,Bangalore,E-commerce,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,"Shruti, Manish Kumar", Whiteboard Capital,3000000.0,Pre-series A,2021,Commerce & Retail,Validation,1.0
LegalPay,2019,New Delhi,FinTech,A tech focused B2B litigation finance company in India.,Kundan Shahi,Ashwini Kakkar. 9Unicorns,3000000.0,,2021,,Unknown,2.0
Lavado,2016,Mumbai,Consumer service,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,Disha Jain,Ashish Shah,3000000.0,,2021,Commerce & Retail,Unknown,5.0
Navars,2019,Hyderabad,EdTech,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",Sravan Varma Datla,Faad Network,3000000.0,,2021,,Unknown,2.0
Loco,2018,Bangalore,Gaming,Loco is India's leading live game streaming app.,"Anirudh Pandita, Ashwin Suresh", Lumikai,9000000.0,Seed,2021,,Validation,3.0
Auric,2017,New Delhi,HealthCare,Contemporary Beauty & Wellness Brand Based on Ayurveda,Deepak Agarwal,Venture Catalysts,2000000.0,Pre-series A,2021,Health & Life Sciences,Validation,4.0
Edmingle,2016,Bangalore,EdTech,Edmingle is a platform for all educators who want to launch their courses and sell them online.,Gaurav Doshi, Mumbai Angels,300000.0,,2021,,Unknown,5.0
Slice,2016,Bangalore,FinTech,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",Rajan Bajaj, Blume Ventures,20000000.0,,2021,,Unknown,5.0
Humit,2020,Bangalore,Music,Humit is a social networking app for music sharing and discovery.,"Rohit Ganapathy, Prithvi Sankar, Ishaan Negi",Antler India,3000000.0,Pre-seed,2021,Media and Entertainment,Ideation,1.0
Airblack,2019,Gurugram,IT startup,Airblack is on a mission to help people convert their passion to a livelihood.,"Videt Jaiswal, Vaibhav Raj Gupta", Elevation Capital,5200000.0,Series A,2021,,Early Traction,2.0
NIRAMAI,2016,Bangalore,HealthCare,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",Geetha Manjunath,CDC Group,3000000.0,,2021,Health & Life Sciences,Unknown,5.0
Intervue,2021,New Delhi,SaaS startup,World's fastest collaborative environment to take tech interviews.,"Rahul Arora, Pushpender Singh Rautela", Kunal Shah,3000000.0,Seed,2021,,Validation,0.0
Nestroots,2016,Gurugram,Fashion,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",Chhavi Singh,We Founder Circle,100000.0,Seed,2021,Beauty and Fashion,Validation,5.0
Detect Technologies,2016,Chennai,Automation,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,Daniel Raj David, Elevation Capital,12000000.0,,2021,Manufacturing,Unknown,5.0
TABLT,2018,Kolkata,HealthCare,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,Anish Agarwal,Siti Cable,3000000.0,Seies A,2021,Health & Life Sciences,Unknown,3.0
Hesa,2020,Hyderabad,IT startup,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,"Vamsi Udayagiri, Hema Nandiraju", 9unicorns,2000000.0,Seed,2021,,Validation,1.0
Powerhouse91,2020,Gurugram,Consumer goods,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.","Shashwat Diesh, Aqib Mohammed",Crossbeam Venture Partners,3000000.0,Seed,2021,Commerce & Retail,Validation,1.0
Chargeup,2019,New Delhi,Renewable Energy,"""Battery as a Service"" for 3 wheeler & 2 wheelers","Varun Goenka, Akshay Kashyap",Mapmyindia,3000000.0,Pre-series A,2021,Energy & Renewable Resources,Validation,2.0
Knackit,2019,Bangalore,IT startup,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,"Pranjal Kumar, Akanksha Bhardwaj",Jyoti Bansal,100000.0,,2021,,Unknown,2.0
Raptee Energy,2019,Chennai,Automotive,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,Phunith Kumar, Softbank,700000.0,,2021,Transport,Unknown,2.0
Meddo,2018,Gurugram,HealthCare,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,"Saurabh Kochhar, Dr Naveen Nishchal", Alkemi Capital,6000000.0,,2021,Health & Life Sciences,Unknown,3.0
Supertails,2021,Bangalore,Pet care,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Vineet Khanna, Varun Sadana, Aman Tekriwal", DSG Consumer Partners,2600000.0,Pre-series A,2021,,Validation,0.0
SkilloVilla,2020,Bangalore,EdTech,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital,300000.0,Seed,2021,,Validation,1.0
Velocity,2020,Bangalore,FinTech,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures,1300000.0,Seed,2021,,Validation,1.0
Happy Jars,2016,New Delhi,Food & Beverages,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.","Surabhi Talwar, Vikram Sekhar",Inflection Point Ventures,400000.0,Seed,2021,Food & Beverage,Validation,5.0
Zotalabs,2019,Pune,Tech Startup,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,"Nausherwan Shah, Wasim Khan",Alfa Ventures,1250000.0,Seed,2021,,Validation,2.0
Instoried,2018,Bangalore,Content creation,Instoried is an augmented writing platform which improves customer interest and engagement.,"Sharmin Ali, Sutanshu Raj", Mumbai Angels,3000000.0,,2021,,Unknown,3.0
Rupifi,2019,Bangalore,FinTech,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,Anubhav Jain,Quona Capital,4100000.0,Pre-series A,2021,,Validation,2.0
CityMall,2019,Gurugram,E-commerce,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"Angad Kikla, Divij Goyal", SAIF Partners,11000000.0,Series A,2021,Commerce & Retail,Early Traction,2.0
Janani,2020,Bangalore,Heathcare,Janani.ai is a fertility care provider.,Nilay Mehrotra, 9Unicorns Accelerator Fund,1000000.0,Seed,2021,Health & Life Sciences,Validation,1.0
ReshaMandi,2020,Bangalore,AgriTech,India's 1st award winning technology led digital ecosystem for Silk,Utkarsh Apoorva, Strive Ventures,1700000.0,Seed,2021,Agriculture,Validation,1.0
DotPe,2019,Gurugram,FinTech,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag", Google,27000000.0,Series A,2021,,Early Traction,2.0
Homingos,2018,Bangalore,Augmented reality,Homingos is an Augmented reality (AR)-based social networking platform.,"Shourya Agarwal, Malhar Patil, Rajat Gupta", Srinivas Anumolu,3000000.0,,2021,,Unknown,3.0
Anar Business Community,2020,Mumbai,Tech Startup,Anar is a communications and networking platform for businesses around the world.,"Nishank Jain, Sanjay Bhat", First Cheque,3000000.0,,2021,,Unknown,1.0
Settlrs,2018,Bangalore,Rental space,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.","Gaurav Ranebennur, Nishanth Janadri",MaGEHold Pte. Ltd.,3000000.0,Pre-series A,2021,,Validation,3.0
Masai School,2019,Bangalore,EdTech,Masai School is a job-oriented software training services.,Prateek Shukla, Omidyar Network India,5000000.0,Series A,2021,,Early Traction,2.0
Tilt,2016,Bangalore,Bike Rental,A bike-share for Indian campuses,Deepak VS,Y Combinator,125000.0,,2021,,Unknown,5.0
NeoDove,2020,Jaipur,AI startup,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",Aprit Khandelwal,India Quotient,15000000.0,Seed,2021,,Validation,1.0
Zaara Biotech,2016,Kottayam,BioTechnology,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,Najeeb Bin Haneef,TCN International Commerce,10000000.0,,2021,Software & Technology,Unknown,5.0
KreditBee,2018,Bangalore,FinTech,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong", PremjiInvest,75000000.0,Seed,2021,,Validation,3.0
Muvin,2020,Bangalore,FinTech,Youth Neobank enabling financial solutions for the teenagers and young people,Mukund V Rao, BEENEXT,1000000.0,Seed,2021,,Validation,1.0
FloBiz,2019,Bangalore,Tech Startup,India’s first neobusiness platform,Rahul Raj,Elevation Capital,10000000.0,Series A,2021,,Early Traction,2.0
Jeevam Health,2020,New Delhi,Health care,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,"Kamran alam, Piyush vishwakarma",Y Combinator,1500000.0,Pre-seed,2021,Health & Life Sciences,Ideation,1.0
NewLink Group,2016,,Tech Startup,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,"Yang Wang, Zhen Dai",Bain Capital,200000000.0,,2021,,Unknown,5.0
OZiva,2016,Mumbai,Heathcare,OZiva is a plant-based Clean Nutrition Brand.,"Aarti, Mihir Gadani", Eight Roads Ventures India,12000000.0,Series B,2021,Health & Life Sciences,Scaling,5.0
Euler Motors,2018,New Delhi,Automotive,Electric Light Commercial Vehicle,Saurav Kumar, Jetty Ventures,2600000.0,Series A,2021,Transport,Early Traction,3.0
Pixxel,2019,Bangalore,SpaceTech,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,"Awais Ahmed, Kshitij Khandelwal", Ryan Johnson,7300000.0,Seed,2021,,Validation,2.0
Prescinto,2016,Gujarat,Solar,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,Puneet Jaggi, 9Unicorns Accelerator Fund,3500000.0,Seed,2021,Energy & Renewable Resources,Validation,5.0
Chirrup,2020,Bangalore,Gaming,Video integrated social-gaming platform,"Vipul Garg, Sourav Lashkari, Mehul Mittal", 3.0 Fund.,300000.0,Pre-seed,2021,,Ideation,1.0
Livve Homes,2017,Bangalore,Rental space,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",Maya Lakshman,Angel investors,5000000.0,,2021,,Unknown,4.0
Nexprt,2020,New Delhi,Consulting,Nexprt Solutions offers end-to-end and 100% customized import solutions.,Harsha Vardhan K,Titan Capital,2000000.0,,2021,Business Services,Unknown,1.0
Firmway,2016,Mumbai,FinTech,Firmway is a platform that digitizes balance confirmation and reconciliation process.,"Prashant Gupta, Vivek Chandan", BEENEXT,3000000.0,Pre-seed,2021,,Ideation,5.0
Say Cheese,2020,Mumbai,FemTech,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",Rajpreet Kaur,Unknown,1000000.0,Seed,2021,,Validation,1.0
Indic Inspirations,2019,Pune,Cultural,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",Sunil Jalihal,Marquee investors,300000.0,,2021,,Unknown,2.0
Bimaplan,2020,Mumbai,FinTech,Affordable insurance for the next billion Indians,Vikul Goyal, Y Combinator,500000.0,Seed,2021,,Validation,1.0
Leap Finance,2019,Bangalore,FinTech,Leap Finance is a fintech startup for Indian students pursuing international higher education,Vaibhav Singh,Jungle Ventures,17000000.0,Series B,2021,,Scaling,2.0
4baseCare,2018,Bangalore,HealthTech,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,"Hitesh Goswami, Kshitij Rishi", Season Two Ventures,2000000.0,Pre-series A,2021,Health & Life Sciences,Validation,3.0
Ezstays,2019,New Delhi,EdTech,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.","Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy,400000.0,Seed,2021,,Validation,2.0
Stylework,2017,Gurugram,Co-working,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,Sparsh Khandelwal,Inflection Point Ventures,500000.0,Pre-series A,2021,Others,Validation,4.0
Riskcovry,2018,Bangalore,InsureTech,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.","Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil", Bharat Inclusion Seed Fund,5000000.0,Series A,2021,,Early Traction,3.0
Captain Fresh,2019,Bangalore,Supply chain platform,Captain Fresh is a freshwater fish and seafood supply chain platform.,Utham Gowda, Ankur Capital,3000000.0,Seed,2021,,Validation,2.0
Qoohoo,2020,Bangalore,Social platform,A platform for creators to build immersive connections with their fans and followers and monetize them.,"Vimal Singh Rathore, Aseem Gupta",Angel investors,800000.0,Seed,2021,,Validation,1.0
IGL,2016,Mumbai,Gaming,Indian Gaming League is the premier eSports platform in India.,Yash Pariani, Hindustan Talkies,500000.0,,2021,,Unknown,5.0
AMPM,2018,Gurugram,E-commerce,24*7 convenience store,Shubham Gupta,Agility Venture Partners,200000.0,,2021,Commerce & Retail,Unknown,3.0
The ePlane,2016,Chennai,Drone,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications","Pranjal Mehta, Satyanarayanan Chakravarthy", Farid Ahsan,1000000.0,Seed,2021,,Validation,5.0
Questt,2020,Gurugram,EdTech,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,"Akhil Singh, Mohsin, Rohit Pande", AET Fund,1000000.0,Seed,2021,,Validation,1.0
DealShare,2018,Jaipur,E-commerce,DealShare is a Social Commerce Startup,"Sankar Bora, Sourjyendu Medda, Vineet Rao", Falcon Edge Capital,3000000.0,Debt,2021,Commerce & Retail,Unknown,3.0
Euler Motors,2018,New Delhi,Automotive,Electric Light Commercial Vehicle,Saurav Kumar, Srinivas Anumolu,4000000.0,Series A,2021,Transport,Early Traction,3.0
KoineArth,2018,Bangalore,Blockchain startup,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",Praphul Chandra,YourNest,1800000.0,Pre-series A,2021,Financial Services,Validation,3.0
Virohan,2018,Gurugram,EdTech,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja", Rianta Capital,3000000.0,,2021,,Unknown,3.0
Apna.co,2019,Bangalore,Recruitment,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,Nirmit Parikh, Rocketship.vc,12500000.0,,2021,Software & Technology,Unknown,2.0
Clairco,2018,Bangalore,CleanTech,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,Aayush Jha, AngelList,500000.0,,2021,,Unknown,3.0
ParkSmart,2018,New Delhi,Automotive,ParkSmart is a parking management application.,"Prateek Garg, Rahul Gupta, Ratan Anmol Sethi, Rishabh Nagpal, Vishva Sharma", Dilesh Gathani,3000000.0,Seed,2021,Transport,Validation,3.0
Virohan,2018,Gurugram,EdTech,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja", Wadhwani Foundation,3000000.0,Series A,2021,,Early Traction,3.0
BankSathi,2019,New Delhi,FinTech,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",Jitendra Dhaka, Aditya Talwar,200000.0,Seed,2021,,Validation,2.0
Spark Studio,2020,Bangalore,EdTech,Online courses to build creativity and confidence in children through extra-curricular learning,Anushree Goenka,Better Capital,3000000.0,Seed,2021,,Validation,1.0
BlissClub,2020,Bangalore,Fashion,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",Minu Margeret,Elevation Capital,2000000.0,Seed,2021,Beauty and Fashion,Validation,1.0
BricSpaces,2018,Bangalore,Real estate,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",Madhusudhan,Angel investors,350000.0,Pre-seed,2021,,Ideation,3.0
Keito,2016,Pune,AI company,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",Amal P S, Nandkishore Mundada,3000000.0,Seed,2021,,Validation,5.0
Reccy Adventures,2019,Gurugram,Sports startup,Reccy Adventures is an adventure sports startup.,"Amit Chowdhury, Siddhartha Chatterjee, Tapas Pal", Jaydeep Barman,400000.0,Seed,2021,Sports & Fitness,Validation,2.0
Magenta EV,2017,Mumbai,Renewable Energy,Magenta is in the business of Enabling electric mobility & Making electricity clean,"Maxson Lewis, Darryl Dias", LetsVenture,15000000.0,Series A,2021,Energy & Renewable Resources,Early Traction,4.0
Karbon Card,2019,Bangalore,FinTech,Karbon Card is a financial platform for Indian entrepreneurs.,"Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-fu Hsieh, Sunil Kumar", Orios Venture Partners,1000000.0,Pre-series A,2021,,Validation,2.0
Agnikul,2017,Chennai,SpaceTech,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.","Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran", Sriram Krishnan,11000000.0,Series A,2021,,Early Traction,4.0
LegalPay,2019,New Delhi,FinTech,A trusted financial partner for advocates and corporate.,Kundan Shahi,9Unicorns,3000000.0,Seed,2021,,Validation,2.0
Glamplus,2020,Bangalore,SaaS startup,India's #1 SaaS based Salon experience Software,Divyanshu Singh,Inflection Point Ventures,200000.0,Pre-series A,2021,,Validation,1.0
Tekie,2017,Gurugram,EdTech,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.","Anand Verma, Naman Mukund", Multiply Ventures,1500000.0,Seed,2021,,Validation,4.0
Avalon Labs,2017,Bangalore,FinTech,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",Varun Mayya, Whiteboard Capital,3000000.0,Pre-series A,2021,,Validation,4.0
Betterhalf.ai,2016,Bangalore,Matrimony,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,"Rahul Namdev, Pawan Gupta", Rehan A Khan,3000000.0,Pre-series A,2021,,Validation,5.0
Koo,2020,Bangalore,Social Media,Koo App operates as a microblogging app.,"Aprameya Radhakrishna, Mayank Bidawatka", Naval Ravikant,30000000.0,Series B,2021,Media and Entertainment,Scaling,1.0
Rezo.ai,2017,Noida,AI startup,Conversational AI platform - Innovate the way you communicate,"Manish Gupta, Rashi Gupta", Bhavesh Manglani,3000000.0,Seed,2021,,Validation,4.0
Cuvette Tech,2020,Bangalore,Human Resources,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,"Atul Singhal, Sudhanshu Singh", Harish Daiya,1800000.0,Seed,2021,Business Services,Validation,1.0
Clensta,2016,New Delhi,BioTechnology,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,Puneet Gupta, World Startup Factory,600000.0,,2021,Software & Technology,Unknown,5.0
Kodo Card,2019,Mumbai,FinTech,Kodo card is a corporate card for new economy businesses in India.,"Deepti Sanghi, Gaurav Thapa", Y-Combinator,8000000.0,Seed,2021,,Validation,2.0
Polygon,2017,Mumbai,Crypto,Polygon is a blockchain scalability platform.,"Jaynti Kanani, Sandeep Nailwal, Anurag Arjun", MiH Ventures,3000000.0,,2021,Financial Services,Unknown,4.0
Cellestial,2019,Hyderabad,Electronics,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,Siddhartha Durairajan, Ashik K,500000.0,Pre-series A,2021,,Validation,2.0
FanCode,2019,Mumbai,Sports startup,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",Yannick Colaco,Dream Sports,50000000.0,,2021,Sports & Fitness,Unknown,2.0
Jai Kisan,2017,Mumbai,FinTech,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,"Adriel Maniego, Arjun Ahluwalia", Prophetic Ventures,30000000.0,Series A,2021,,Early Traction,4.0
Plum,2019,Bangalore,HealthCare,High quality health insurance and health benefits,"Abhishek Poddar, Saurabh Arora", Lalit Keshre,15000000.0,Series A,2021,Health & Life Sciences,Early Traction,2.0
ThatMate,2019,Satara,HealthCare,ThatMate is a sexual and mental wellness app for teens.,Nishant Neeraj, Premanshu Singh,140000.0,,2021,Health & Life Sciences,Unknown,2.0
Klassroom,2016,Mumbai,EdTech,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,Alka Javeri,ah! Ventures,200000.0,Pre-series A,2021,,Validation,5.0
Convin,2019,Bangalore,SaaS startup,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary", Sunder Nookala,300000.0,Pre-seed,2021,,Ideation,2.0
Mensa Brands,2021,Bangalore,Clothing,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Ananth Narayanan, Norwest Venture Partners,50000000.0,Series A,2021,Software & Technology,Early Traction,0.0
Disruptium,2021,Ahmedabad,Consulting,A consultancy platform for startups,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta,200000.0,,2021,Business Services,Unknown,0.0
MedTel Healthcare,2017,Bhubaneswar,HealthCare,An aggregator for Digital Health Clinics in low resource settings.,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",Venture Catalysts,5000000.0,Pre-series A,2021,Health & Life Sciences,Validation,4.0
Pickright Technologies,2019,Bangalore,FinTech,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,"Namandeep Bhatia, Archana E", Vivek Srivatsav,200000.0,,2021,,Unknown,2.0
Ingenium,2018,New Delhi,EdTech,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",Lead Angels,3000000.0,Seed,2021,,Validation,3.0
BharatPe,2018,New Delhi,FinTech,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants","Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani", Insight Partners,6000000.0,Debt,2021,,Unknown,3.0
RuleZero,2019,Bangalore,Tech Startup,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,"Satish Mugulavalli, Srinivas Katta", Reddy Futures,1000000.0,Seed,2021,,Validation,2.0
Rubix Data Sciences,2018,Mumbai,IT startup,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",Mohan Ramaswamy, 9unicorns,800000.0,Seed,2021,,Validation,3.0
We Founder Circle,2020,Mumbai,FinTech,"A global platform of founders for founders offering investment, network and business opportunities.",Neeraj Tyagi,Geekster,2000000.0,Pre-seed,2021,,Ideation,1.0
Celcius,2020,Mumbai,Logistics,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures,3000000.0,Seed,2021,Transport,Validation,1.0
Enthu.ai,2020,Chandigarh,AI startup,Enthu.AI operates as a conversation intelligence startup.,"Tushar Jain, Vishal Verma",Appit Simple Infotek,200000.0,,2021,,Unknown,1.0
Myelin Foundry,2019,Bangalore,AI startup,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices","Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures,1000000.0,Pre-series A,2021,,Validation,2.0
SuperOps.ai,2020,Chennai,AI startup,SuperOps.ai is an early stage startup in the MSP space.,"Arvind Parthiban, Jayakumar Karumbasalam", Elevation Capital,3000000.0,Seed,2021,,Validation,1.0
Teachmint,2020,Bangalore,EdTech,Teachmint is an online learning platform that focuses on tutor-student connectivity.,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain", CM Ventures,16500000.0,Series A,2021,,Early Traction,1.0
Sarathi,2020,Jodhpur,HealthCare,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",Aditi Poyam,Venture Catalysts,100000.0,Seed,2021,Health & Life Sciences,Validation,1.0
Jidoka Technologies,2018,Chennai,Software,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Sekar Udayamurthy,Kalaari Capital,340000.0,Seed,2021,,Validation,3.0
Avail Finance,2017,Bangalore,FinTech,Avail is a mobile-first platform aiming to financially include the urban mass of India.,"Ankush Aggarwal, Tushar Mehndiratta", Matrix Partners India,3000000.0,Debt,2021,,Unknown,4.0
Nivesh,2016,Noida,FinTech,Nivesh.com is a mass market mutual funds investment platform.,"Anurag Garg, Sridhar Srinivasan", Indian Angel Network,1600000.0,Pre-series A,2021,,Validation,5.0
Thingsup,2020,Pune,IoT platform,Thingsup is an Enterprise Grade IoT Platform.,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator,1000000.0,,2021,,Unknown,1.0
Arthya Wealth and Investments,2020,Mumbai,FinTech,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",Gaurav Arora, Krishen Lal Khanna,1000000.0,Pre-series A,2021,,Validation,1.0
Zepto,2021,Mumbai,E-commerce,Grocery delivery startup,"Aadit Palicha, Kaivalya Vohra", Y Combinator,60000000.0,,2021,Commerce & Retail,Unknown,0.0
